description,cause_of_incident,from_road,to_road,affected_roads,incident_category_desc,magnitude_of_delay_desc,length_in_meters,delay_in_seconds,incident_date,incident_time
stationary traffic,,Rua Do Parque Industrial Da Ponte (N101),Rua De Santo António (N101),N101,Jam,Major,1017,373,2019-02-22,19:45:01
queuing traffic,,Rua Do Parque Industrial Da Ponte (N101),IC5/N105 (N101),N101,Jam,Moderate,1240,220,2019-02-22,19:45:01
stationary traffic,,Rua De Teixeira De Pascoais (N101),Rua João Paulo II (N101),N101,Jam,Major,1017,248,2019-02-22,19:45:01
stationary traffic,,N101,São Sebastião,,Jam,Major,625,195,2019-02-22,19:45:01
queuing traffic,,N101,Urgezes,,Jam,Moderate,762,203,2019-02-22,19:45:01
stationary traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Major,929,228,2019-02-22,19:45:01
stationary traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Major,876,223,2019-02-22,19:45:01
queuing traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Moderate,747,149,2019-02-22,19:45:01
queuing traffic,,Urgezes,Largo da República do Brasil (N101),,Jam,Moderate,674,125,2019-02-22,19:45:01
stationary traffic,,N105 / Rua da Cruz de Pedra,Avenida de Mariano Felgueiras / Alameda Doutor Mariano Felgueiras,,Jam,Major,180,134,2019-02-22,19:45:01
stationary traffic,,Rua Serpa Pinto (N101),Largo Da República Do Brasil (N101),N101,Jam,Major,318,139,2019-02-22,19:45:01
queuing traffic,,Largo da República do Brasil (N101),São Sebastião,,Jam,Moderate,535,129,2019-02-22,19:45:01
stationary traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Major,615,182,2019-02-22,19:45:01
stationary traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Major,615,147,2019-02-22,19:45:01
stationary traffic,,N101,Rua do Centro / Rua Comandante José Luís de Pina,,Jam,Major,532,219,2019-02-22,19:45:01
stationary traffic,,São Sebastião,Largo da República do Brasil (N101),,Jam,Major,372,120,2019-02-22,19:45:01
stationary traffic,,Rua Do Parque Industrial Da Ponte (N101),IC5/N105 (N101),N101,Jam,Major,1346,317,2019-02-22,19:45:01
stationary traffic,,Rua João Paulo II (N101),Rua De Teixeira De Pascoais (N101),N101,Jam,Major,466,120,2019-02-22,19:45:01
queuing traffic,,Rua Do Parque Industrial Da Ponte (N101),IC5/N105 (N101),N101,Jam,Moderate,949,147,2019-02-22,19:45:01
stationary traffic,,Rua João Paulo II (N101),Rua De Teixeira De Pascoais (N101),N101,Jam,Major,1259,404,2019-02-22,19:45:01
stationary traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Major,876,194,2019-02-22,19:45:01
stationary traffic,,N309 (IC5),N101/N105 (IC5),IC5,Jam,Major,1127,261,2019-02-22,19:45:01
stationary traffic,,Quinta de Vilaverde,Urgezes,,Jam,Major,532,175,2019-02-22,19:45:01
queuing traffic,,Rua Do Parque Industrial Da Ponte (N101),IC5/N105 (N101),N101,Jam,Moderate,747,146,2019-02-22,19:45:01
stationary traffic,,Rua João Paulo II (N101),Rua De Teixeira De Pascoais (N101),N101,Jam,Major,644,177,2019-02-22,19:45:01
stationary traffic,,Largo Da República Do Brasil (N101),Rua De Cam?es (N101),N101,Jam,Major,171,168,2019-02-22,19:45:01
stationary traffic,,Rua Calouste Gulbenkian / Praça Cidade Igualada,Alameda Professor Abel Salazar,,Jam,Major,237,131,2019-02-22,19:45:01
stationary traffic,,Rua dos Cuteleiros (N206),Rua do Cruzeiro,,Jam,Major,196,156,2019-02-22,19:45:01
queuing traffic,,Vista Alegre (N105),Rua De Angola (N105),N105,Jam,Moderate,1005,185,2019-02-21,19:45:01
slow traffic,,Vista Alegre (N105),Rua De Angola (N105),N105,Jam,Minor,971,112,2019-02-21,19:45:01
stationary traffic,,N105 / Rua da Cruz de Pedra,Largo 25 de Abril (N101),,Jam,Major,299,190,2019-02-21,19:45:01
stationary traffic,,Rua de São Tomé e Príncipe,N105,,Jam,Major,179,141,2019-02-21,19:45:01
stationary traffic,,N105 / Rua de Angola,Rua do Salgueiral / Rua da Cruz de Pedra,,Jam,Major,208,377,2019-02-21,19:45:01
stationary traffic,,IC5/N105 (N101),Rua De Teixeira De Pascoais (N101),N101,Jam,Major,187,122,2019-02-21,19:45:01
stationary traffic,,N105,Rua do Paio Galvão (N101) / Avenida Conde Margaride,,Jam,Major,491,189,2019-02-21,19:45:01
stationary traffic,,Rua Eduardo Manuel De Almeida (N105),IC5/N101 (N105),N105,Jam,Major,925,338,2019-02-21,19:45:01
stationary traffic,,Rua de São Tomé e Príncipe,N105,,Jam,Major,211,256,2019-02-21,19:45:01
stationary traffic,,N105 / Rua da Cruz de Pedra,Avenida de Mariano Felgueiras / Alameda Doutor Mariano Felgueiras,,Jam,Major,190,170,2019-02-21,19:45:01
queuing traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Moderate,586,119,2019-02-21,19:45:01
stationary traffic,,Estrada Nacional 206,N105,,Jam,Major,1677,327,2019-02-21,19:45:01
queuing traffic,,"Acesso A11, Guimarães Sul (N105)",Rua De Angola (N105),N105,Jam,Moderate,964,167,2019-02-21,19:45:01
stationary traffic,,N105 / Rua de Angola,Rua das Eiras,,Jam,Major,377,125,2019-02-21,19:45:01
queuing traffic,,IC5/N101 (N105),Rua De Angola (N105),N105,Jam,Moderate,1301,218,2019-02-21,19:45:01
stationary traffic,,N105,Rua do Paio Galvão (N101) / Avenida Conde Margaride,,Jam,Major,491,146,2019-02-21,19:45:01
queuing traffic,,Alameda Cidade de Lisboa,N105 / Rua de Angola,,Jam,Moderate,404,124,2019-02-21,19:45:01
stationary traffic,,N105 / Rua de Angola,Rua do Salgueiral / Rua da Cruz de Pedra,,Jam,Major,266,442,2019-02-21,19:45:01
stationary traffic,,Rua de São Tomé e Príncipe,N105,,Jam,Major,211,269,2019-02-21,19:45:01
stationary traffic,,Rua Eduardo Manuel De Almeida (N105),IC5/N101 (N105),N105,Jam,Major,828,253,2019-02-21,19:45:01
stationary traffic,,Rua da Guiné,Rua do Salgueiral,,Jam,Major,180,239,2019-02-21,19:45:01
queuing traffic,,N105,Avenida Dom Afonso Henriques,,Jam,Moderate,629,125,2019-02-21,19:45:01
queuing traffic,,Vista Alegre (N105),Rua De Angola (N105),N105,Jam,Moderate,1005,178,2019-02-21,19:45:01
stationary traffic,,N105 / Rua da Cruz de Pedra,Largo 25 de Abril (N101) / Rua de Camões,,Jam,Major,238,230,2019-02-21,19:45:01
stationary traffic,,Rua De Cam?es (N101),Largo Da República Do Brasil (N101),N101,Jam,Major,177,148,2019-02-21,19:45:01
stationary traffic,,Estrada Nacional 206,N105,,Jam,Major,2237,364,2019-02-21,19:45:01
stationary traffic,,Estrada Nacional 206,N105,,Jam,Major,2517,422,2019-02-21,19:45:01
stationary traffic,,N105 (N206),"Acesso A11, Guimarães Oeste (N206)",N206,Jam,Major,464,108,2019-02-21,19:45:01
stationary traffic,,N105,Rua do Paio Galvão (N101) / Avenida Conde Margaride,,Jam,Major,530,229,2019-02-21,19:45:01
queuing traffic,,N206 (N105),Rua Eduardo Manuel De Almeida (N105),N105,Jam,Moderate,532,79,2019-02-21,19:45:01
stationary traffic,,N105 / Rua de Angola,Rua do Salgueiral / Rua da Cruz de Pedra,,Jam,Major,240,444,2019-02-21,19:45:01
slow traffic,,Rua Eduardo Manuel De Almeida (N105),"Acesso A11, Guimarães Sul (N105)",N105,Jam,Minor,676,76,2019-02-21,19:45:01
stationary traffic,,Rua De Angola (N105),IC5/N101 (N105),N105,Jam,Major,1066,405,2019-02-21,19:45:01
stationary traffic,,N105 / Rua da Cruz de Pedra,Largo 25 de Abril (N101),,Jam,Major,373,427,2019-02-21,19:45:01
stationary traffic,,N105 / Rua da Cruz de Pedra,Avenida de Mariano Felgueiras / Alameda Doutor Mariano Felgueiras,,Jam,Major,331,159,2019-02-21,19:45:01
stationary traffic,,Rua De São Gonçalo/Rua De Gil Vicente (N101),IC5/N105 (N101),N101,Jam,Major,400,234,2019-02-21,19:45:01
queuing traffic,,Rua De Cam?es (N101),Largo Da República Do Brasil (N101),N101,Jam,Moderate,344,160,2019-02-21,19:45:01
stationary traffic,,Rua Cónogo Doutor Manuel Faria,Alameda Doutor Alfredo Pimenta (N101),,Jam,Major,374,123,2019-02-21,19:45:01
stationary traffic,,Urgezes,Largo da República do Brasil (N101),,Jam,Major,501,146,2019-02-21,19:45:01
queuing traffic,,Vista Alegre (N105),Rua De Angola (N105),N105,Jam,Moderate,1138,233,2019-02-21,19:45:01
stationary traffic,,Urgezes,Largo da República do Brasil (N101),,Jam,Major,463,144,2019-02-21,19:45:01
stationary traffic,,Rua Serpa Pinto (N101),Largo Da República Do Brasil (N101),N101,Jam,Major,228,189,2019-02-21,19:45:01
queuing traffic,,"Acesso A11, Guimarães Oeste (N206)",N105 (N206),N206,Jam,Moderate,1439,154,2019-02-21,19:45:01
queuing traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Moderate,644,117,2019-02-21,19:45:01
queuing traffic,,Vista Alegre (N105),Rua De Angola (N105),N105,Jam,Moderate,1023,179,2019-02-21,19:45:01
stationary traffic,,Rua Do Parque Industrial Da Ponte (N101),Rua Reitor Francisco José Ribeiro (N101),N101,Jam,Major,775,354,2019-02-21,19:45:01
stationary traffic,,Rua Do Parque Industrial Da Ponte (N101),IC5/N105 (N101),N101,Jam,Major,1440,559,2019-02-21,19:45:01
stationary traffic,,Rua das Eiras,N105,,Jam,Major,429,193,2019-02-21,19:45:01
stationary traffic,,N206 (N105),Rua De Angola (N105),N105,Jam,Major,947,198,2019-02-21,19:45:01
stationary traffic,,N105,Rua do Paio Galvão (N101) / Avenida Conde Margaride,,Jam,Major,505,273,2019-02-21,19:45:01
stationary traffic,,Rua Eduardo Manuel De Almeida (N105),IC5/N101 (N105),N105,Jam,Major,777,246,2019-02-21,19:45:01
stationary traffic,,N105 / Rua da Cruz de Pedra,Largo 25 de Abril (N101),,Jam,Major,246,200,2019-02-21,19:45:01
queuing traffic,,Rua De Cam?es (N101),Largo Da República Do Brasil (N101),N101,Jam,Moderate,344,121,2019-02-21,19:45:01
queuing traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Moderate,704,145,2019-02-21,19:45:01
stationary traffic,,Alameda da Universidade (N309),Alameda Doutor Alfredo Pimenta (N101),,Jam,Major,644,213,2019-02-21,19:45:01
stationary traffic,,Rua Serpa Pinto (N101),Largo Da República Do Brasil (N101),N101,Jam,Major,277,223,2019-02-21,19:45:01
stationary traffic,,Estrada Nacional 206,N105,,Jam,Major,1677,351,2019-02-21,19:45:01
stationary traffic,,N105,Rua do Paio Galvão (N101) / Avenida Conde Margaride,,Jam,Major,452,154,2019-02-21,19:45:01
stationary traffic,,Rua Eduardo Manuel De Almeida (N105),IC5/N101 (N105),N105,Jam,Major,679,242,2019-02-21,19:45:01
stationary traffic,,N105 / Rua da Cruz de Pedra,Largo 25 de Abril (N101),,Jam,Major,234,230,2019-02-21,19:45:01
stationary traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Major,644,167,2019-02-21,19:45:01
stationary traffic,,Alameda da Universidade (N309),Alameda Doutor Alfredo Pimenta (N101),,Jam,Major,582,255,2019-02-21,19:45:01
stationary traffic,,Rua Eduardo Manuel De Almeida (N105),IC5/N101 (N105),N105,Jam,Major,409,120,2019-02-21,19:45:01
stationary traffic,,N105 / Rua da Cruz de Pedra,Avenida de Mariano Felgueiras / Alameda Doutor Mariano Felgueiras,,Jam,Major,180,170,2019-02-21,19:45:01
queuing traffic,,Praceta Rotary Club de Guimarães,Alameda Doutor Alfredo Pimenta (N101),,Jam,Moderate,590,164,2019-02-21,19:45:01
stationary traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Major,558,153,2019-02-21,19:45:01
stationary traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Major,558,121,2019-02-21,19:45:01
stationary traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Major,967,222,2019-02-21,19:45:01
slow traffic,,Rua Eduardo Manuel De Almeida (N105),Rua De Angola (N105),N105,Jam,Minor,245,35,2019-02-21,19:45:01
stationary traffic,,N101,São Sebastião,,Jam,Major,498,159,2019-02-21,19:45:01
stationary traffic,,Rua Calouste Gulbenkian / Praça Cidade Igualada,Largo Condessa Mumadona (N101) / Rua Doutor Pedro Carvalho,,Jam,Major,205,175,2019-02-21,19:45:01
queuing traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Moderate,1084,173,2019-02-21,19:45:01
queuing traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Moderate,674,130,2019-02-21,19:45:01
queuing traffic,,"Acesso A11, Guimarães Sul (N105)",Rua De Angola (N105),N105,Jam,Moderate,1040,193,2019-02-20,19:45:01
queuing traffic,,"Acesso A11, Guimarães Sul (N105)",Rua De Angola (N105),N105,Jam,Moderate,963,175,2019-02-20,19:45:01
stationary traffic,,Rua Dom Cristóvão de São Boaventura / Praça Cidade Igualada,Praça Cidade Igualada / Praça da Cidade de Igualada,,Jam,Major,205,148,2019-02-20,19:45:01
queuing traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Moderate,615,114,2019-02-20,19:45:01
stationary traffic,,Praceta Rotary Club de Guimarães,Alameda Doutor Alfredo Pimenta (N101),,Jam,Major,498,170,2019-02-20,19:45:01
queuing traffic,,"Acesso A11, Guimarães Sul (N105)",Rua De Angola (N105),N105,Jam,Moderate,963,169,2019-02-20,19:45:01
roadworks,,Rua Dom Nuno Álvares Pereira,Rua de Penanrique,,Road Works,Unknown Delay,205,0,2019-02-20,19:45:01
stationary traffic,,Rua Dom Cristóvão de São Boaventura / Praça Cidade Igualada,Praça Cidade Igualada / Praça da Cidade de Igualada,,Jam,Major,205,149,2019-02-20,19:45:01
stationary traffic,,Rua Do Parque Industrial Da Ponte (N101),Rua Reitor Francisco José Ribeiro (N101),N101,Jam,Major,1026,472,2019-02-20,19:45:01
stationary traffic,,Rua Do Parque Industrial Da Ponte (N101),IC5/N105 (N101),N101,Jam,Major,1638,630,2019-02-20,19:45:01
queuing traffic,,"Acesso A11, Guimarães Sul (N105)",Rua De Angola (N105),N105,Jam,Moderate,805,157,2019-02-20,19:45:01
queuing traffic,,N206 (N105),Rua De Angola (N105),N105,Jam,Moderate,474,78,2019-02-20,19:45:01
stationary traffic,,N105 / Rua da Cruz de Pedra,Avenida de Mariano Felgueiras / Alameda Doutor Mariano Felgueiras,,Jam,Major,205,192,2019-02-20,19:45:01
stationary traffic,,Alameda da Universidade (N309),Alameda Doutor Alfredo Pimenta (N101),,Jam,Major,615,232,2019-02-20,19:45:01
stationary traffic,,Rua De Teixeira De Pascoais (N101),Rua João Paulo II (N101),N101,Jam,Major,1004,249,2019-02-20,19:45:01
stationary traffic,,Praceta Rotary Club de Guimarães,Alameda Doutor Alfredo Pimenta (N101),,Jam,Major,557,211,2019-02-20,19:45:01
stationary traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Major,908,275,2019-02-20,19:45:01
stationary traffic,,Rua Cónego Manuel Faria / Rua de Alexandre Herculano,Alameda Doutor Alfredo Pimenta (N101),,Jam,Major,309,143,2019-02-20,19:45:01
stationary traffic,,Rua Do Parque Industrial Da Ponte (N101),IC5/N105 (N101),N101,Jam,Major,545,177,2019-02-20,19:45:01
stationary traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Major,908,271,2019-02-20,19:45:01
stationary traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Major,845,207,2019-02-20,19:45:01
stationary traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Major,615,164,2019-02-20,19:45:01
stationary traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Major,908,249,2019-02-20,19:45:01
queuing traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Moderate,791,164,2019-02-20,19:45:01
stationary traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Major,440,132,2019-02-20,19:45:01
queuing traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Moderate,850,167,2019-02-20,19:45:01
stationary traffic,,Urgezes,Largo da República do Brasil (N101),,Jam,Major,384,188,2019-02-20,19:45:01
stationary traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Major,552,143,2019-02-20,19:45:01
slow traffic,,N206 (N105),Rua De Angola (N105),N105,Jam,Minor,329,39,2019-02-20,19:45:01
stationary traffic,,Urgezes,Largo da República do Brasil (N101),,Jam,Major,321,155,2019-02-20,19:45:01
slow traffic,,N206 (N105),Rua De Angola (N105),N105,Jam,Minor,361,47,2019-02-20,19:45:01
queuing traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Moderate,903,161,2019-02-20,19:45:01
queuing traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Moderate,670,138,2019-02-20,19:45:01
stationary traffic,,N105 / Rua da Cruz de Pedra,Avenida de Mariano Felgueiras / Alameda Doutor Mariano Felgueiras,,Jam,Major,205,238,2019-02-19,19:45:01
queuing traffic,,N206 (N105),Rua De Angola (N105),N105,Jam,Moderate,455,82,2019-02-19,19:45:01
stationary traffic,,N105 / Rua da Cruz de Pedra,Avenida de Mariano Felgueiras / Alameda Doutor Mariano Felgueiras,,Jam,Major,205,239,2019-02-19,19:45:01
stationary traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Major,850,242,2019-02-19,19:45:01
queuing traffic,,Vista Alegre (N105),Rua De Angola (N105),N105,Jam,Moderate,1143,220,2019-02-19,19:45:01
stationary traffic,,Rua João Paulo II (N101),Rua De Santo António (N101),N101,Jam,Major,1468,426,2019-02-19,19:45:01
queuing traffic,,Rua Do Parque Industrial Da Ponte (N101),IC5/N105 (N101),N101,Jam,Moderate,1338,211,2019-02-19,19:45:01
queuing traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Moderate,733,132,2019-02-19,19:45:01
queuing traffic,,Vista Alegre (N105),Rua De Angola (N105),N105,Jam,Moderate,1020,176,2019-02-19,19:45:01
stationary traffic,,Rua João Paulo II (N101),Rua Reitor Francisco José Ribeiro (N101),N101,Jam,Major,1061,523,2019-02-19,19:45:01
stationary traffic,,Rua Do Parque Industrial Da Ponte (N101),IC5/N105 (N101),N101,Jam,Major,1638,563,2019-02-19,19:45:01
stationary traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Major,615,194,2019-02-19,19:45:01
stationary traffic,,Rua Cónogo Doutor Manuel Faria,Alameda Doutor Alfredo Pimenta (N101),,Jam,Major,347,195,2019-02-19,19:45:01
queuing traffic,,Vista Alegre (N105),Rua De Angola (N105),N105,Jam,Moderate,963,159,2019-02-19,19:45:01
stationary traffic,,Rua Eduardo Manuel de Almeida,Rua Mesteres de Guimarães,,Jam,Major,500,176,2019-02-19,19:45:01
stationary traffic,,Rua Padre João Moreira Leite / Rua da Sobreira,Rua de São João Batista (N101),,Jam,Major,272,136,2019-02-19,19:45:01
stationary traffic,,Rua Do Parque Industrial Da Ponte (N101),Rua De Santo António (N101),N101,Jam,Major,1377,581,2019-02-19,19:45:01
stationary traffic,,Rua Do Parque Industrial Da Ponte (N101),IC5/N105 (N101),N101,Jam,Major,1557,417,2019-02-19,19:45:01
stationary traffic,,IC5/N101 (N105),"Acesso A11, Guimarães Sul (N105)",N105,Jam,Major,1394,401,2019-02-19,19:45:01
stationary traffic,,Rua De Teixeira De Pascoais (N101),Rua João Paulo II (N101),N101,Jam,Major,1433,339,2019-02-19,19:45:01
stationary traffic,,Praceta Rotary Club de Guimarães,Alameda Doutor Alfredo Pimenta (N101),,Jam,Major,498,220,2019-02-19,19:45:01
stationary traffic,,Vista Alegre (N105),Rua De Angola (N105),N105,Jam,Major,1096,321,2019-02-19,19:45:01
stationary traffic,,Rua Padre João Moreira Leite / Rua da Sobreira,Rua de São João Batista (N101),,Jam,Major,272,121,2019-02-19,19:45:01
stationary traffic,,Rua João Paulo II (N101),Rua De Santo António (N101),N101,Jam,Major,1456,449,2019-02-19,19:45:01
queuing traffic,,Rua Do Parque Industrial Da Ponte (N101),IC5/N105 (N101),N101,Jam,Moderate,1705,359,2019-02-19,19:45:01
stationary traffic,,Rua De Teixeira De Pascoais (N101),Rua João Paulo II (N101),N101,Jam,Major,1026,223,2019-02-19,19:45:01
stationary traffic,,IC5/N105 (N101),Rua De Teixeira De Pascoais (N101),N101,Jam,Major,205,155,2019-02-19,19:45:01
stationary traffic,,Avenida Conde de Margaride / Travessa dos Gaiteiros,Rua do Paio Galvão (N101) / Largo Comandante Luís de Pina (N101),,Jam,Major,264,154,2019-02-19,19:45:01
stationary traffic,,Alameda da Universidade (N309),Alameda Doutor Alfredo Pimenta (N101),,Jam,Major,615,221,2019-02-19,19:45:01
stationary traffic,,Rua Serpa Pinto (N101),Largo Da República Do Brasil (N101),N101,Jam,Major,322,206,2019-02-19,19:45:01
stationary traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Major,850,199,2019-02-19,19:45:01
stationary traffic,,Rua Cónogo Doutor Manuel Faria,Alameda Doutor Alfredo Pimenta (N101),,Jam,Major,347,125,2019-02-19,19:45:01
stationary traffic,,Oliveira Do Castelo (N101),Largo Da República Do Brasil (N101),N101,Jam,Major,413,425,2019-02-19,19:45:01
stationary traffic,,Praça Cidade Igualada / Rua Carlos Malheiro Dias,Rua Doutor José Sampaio,,Jam,Major,322,220,2019-02-19,19:45:01
stationary traffic,,Rua Do Parque Industrial Da Ponte (N101),IC5/N105 (N101),N101,Jam,Major,1338,293,2019-02-19,19:45:01
stationary traffic,,Rua Do Parque Industrial Da Ponte (N101),IC5/N105 (N101),N101,Jam,Major,592,182,2019-02-19,19:45:01
queuing traffic,,IC5/N105 (N101),Rua João Paulo II (N101),N101,Jam,Moderate,791,148,2019-02-19,19:45:01
stationary traffic,,Praceta Rotary Club de Guimarães,Alameda Doutor Alfredo Pimenta (N101),,Jam,Major,498,181,2019-02-19,19:45:01
stationary traffic,,Avenida Conde de Margaride / Travessa dos Gaiteiros,Rua do Paio Galvão (N101) / Largo Comandante Luís de Pina (N101),,Jam,Major,292,174,2019-02-19,19:45:01
